IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,4677,10.215.173.2,53,10238,Usługi Google Play,com.google.android.gms,DNS,Zamknij,clientauthconfig.googleapis.com,77,221,1,1,2025-08-24T16:41:03.286+02:00,2025-08-24T16:41:03.322+02:00
6,10.215.173.1,52554,216.58.215.74,443,10238,Usługi Google Play,com.google.android.gms,HTTPS,Zamknij,clientauthconfig.googleapis.com,1764,5010,14,14,2025-08-24T16:41:03.354+02:00,2025-08-24T16:41:39.059+02:00
17,10.215.173.1,38716,10.215.173.2,53,10233,Sklep Google Play,com.android.vending,DNS,Zamknij,beacons.gcp.gvt2.com,66,112,1,1,2025-08-24T16:41:04.611+02:00,2025-08-24T16:41:04.641+02:00
6,10.215.173.1,38116,142.250.203.131,443,10233,Sklep Google Play,com.android.vending,HTTPS,Zamknij,beacons.gcp.gvt2.com,5033,6609,20,16,2025-08-24T16:41:04.649+02:00,2025-08-24T16:42:05.954+02:00
17,10.215.173.1,54400,142.250.203.131,443,10233,Sklep Google Play,com.android.vending,QUIC,Zamknij,beacons.gcp.gvt2.com,5425,7539,7,9,2025-08-24T16:41:04.860+02:00,2025-08-24T16:41:04.968+02:00
17,10.215.173.1,56626,10.215.173.2,53,10238,Usługi Google Play,com.google.android.gms,DNS,Zamknij,www.googleapis.com,64,192,1,1,2025-08-24T16:41:06.410+02:00,2025-08-24T16:41:06.436+02:00
17,10.215.173.1,58223,216.58.215.74,443,10238,Usługi Google Play,com.google.android.gms,QUIC,Zamknij,www.googleapis.com,66095,9800,61,41,2025-08-24T16:41:06.443+02:00,2025-08-24T16:41:09.065+02:00
6,10.215.173.1,53978,185.60.217.33,5222,10274,Facebook,com.facebook.katana,TCP,Zamknij,chat-e2ee-mini.facebook.com,3402,2205,21,16,2025-08-24T16:41:07.165+02:00,2025-08-24T16:41:12.028+02:00
17,10.215.173.1,42442,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,gecko16-normal-no1a.tiktokv.eu,76,195,1,1,2025-08-24T16:41:07.581+02:00,2025-08-24T16:41:07.612+02:00
6,10.215.173.1,35542,213.158.203.201,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Błąd,gecko16-normal-no1a.tiktokv.eu,25351,959457,214,208,2025-08-24T16:41:07.657+02:00,2025-08-24T16:44:01.302+02:00
17,10.215.173.1,16044,10.215.173.2,53,10238,Usługi Google Play,com.google.android.gms,DNS,Zamknij,android.googleapis.com,68,180,1,1,2025-08-24T16:41:07.676+02:00,2025-08-24T16:41:07.708+02:00
17,10.215.173.1,44845,142.250.203.138,443,10238,Usługi Google Play,com.google.android.gms,QUIC,Zamknij,android.googleapis.com,8188,7813,21,26,2025-08-24T16:41:07.731+02:00,2025-08-24T16:41:08.847+02:00
